PMID,year,phase,journal,title,retrieval_scopes,sentence_count,themes,methods
30002665,2018,2016-2020,Frontiers in plant science,"Wild Relatives of Maize, Rice, Cotton, and Soybean: Treasure Troves for Tolerance to Biotic and Abiotic Stresses.",BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别,
30006850,2018,2016-2020,"Rice (New York, N.Y.)","Expression Profile of Defense Genes in Rice Lines Pyramided with Resistance Genes Against Bacterial Blight, Fungal Blast and Insect Gall Midge.",BPH resistance,3,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
30044049,2018,2016-2020,Plant biotechnology journal,Transgenic microRNA-14 rice shows high resistance to rice stem borer.,BPH resistance,3,抗源鉴定与表型评价; 基因编辑与功能验证,转基因/RNAi/突变体
30052679,2018,2016-2020,PLoS pathogens,Invasion of midgut epithelial cells by a persistently transmitted virus is mediated by sugar transporter 6 in its insect vector.,BPH damage,1,,
30140180,2018,2016-2020,The plant pathology journal,Transcriptomic Analysis of Oryza sativa Leaves Reveals Key Changes in Response to Magnaporthe oryzae MSP1.,BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号; 组学与系统网络,表达组学/多组学
30142571,2018,2016-2020,Virology,"Whole genome deep sequencing revealed host impact on population structure, variation and evolution of Rice stripe virus.",BPH damage,1,,
30154418,2018,2016-2020,Scientific reports,Identification and expression analysis of putative chemoreception genes from Cyrtorhinus lividipennis (Hemiptera: Miridae) antennal transcriptome.,BPH resistance,1,代谢、挥发物与结构防御; 组学与系统网络,表达组学/多组学
30217023,2018,2016-2020,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,BPH damage; BPH resistance,21,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
30233630,2018,2016-2020,Frontiers in plant science,The Tryptophan decarboxylase 1 Gene From Aegilops variabilis No.1 Regulate the Resistance Against Cereal Cyst Nematode by Altering the Downstream Secondary Metabolite Contents Rather Than Auxin Synthesis.,BPH damage,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
30248141,2018,2016-2020,PloS one,Characterization and comparative analysis of microRNAs in the rice pest Sogatella furcifera.,WBPH resistance,1,,
30265342,2018,2016-2020,Journal of economic entomology,"Transcriptomic and Expression Analysis of the Salivary Glands in Brown Planthoppers, Nilaparvata lugens (Hemiptera: Delphacidae).",BPH resistance,1,抗源鉴定与表型评价; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
30286719,2018,2016-2020,BMC plant biology,Rice stripe virus-derived siRNAs play different regulatory roles in rice and in the insect vector Laodelphax striatellus.,BPH damage; Broad planthopper,3,,
30289955,2018,2016-2020,PloS one,Variation in susceptibility of eight insecticides in the brown planthopper Nilaparvata lugens in three regions of Vietnam 2015-2017.,BPH resistance,2,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性,
30291462,2018,2016-2020,"Rice (New York, N.Y.)","Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.).",BPH resistance,13,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
30363818,2018,2016-2020,Plant molecular biology reporter,Genome-Wide Analysis of Genetic Variations and the Detection of Rich Variants of NBS-LRR Encoding Genes in Common Wild Rice Lines.,BPH resistance,6,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 组学与系统网络; 宿主-昆虫互作与效应子,
30380782,2018,2016-2020,Viruses,Impact of Two Reoviruses and Their Coinfection on the Rice RNAi System and vsiRNA Production.,BPH resistance,1,基因编辑与功能验证,转基因/RNAi/突变体
30393420,2018,2016-2020,"Crop protection (Guildford, Surrey)",Virulence adaptation in a rice leafhopper: Exposure to ineffective genes compromises pyramided resistance.,BPH resistance,3,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,连锁/QTL/标记育种; 田间/产量/育种评价
30475842,2018,2016-2020,PloS one,The structure and morphologic changes of antennae of Cyrtorhinus lividipennis (Hemiptera: Miridae: Orthotylinae) in different instars.,BPH damage,1,,
30486426,2018,2016-2020,"Molecules (Basel, Switzerland)","Rice Secondary Metabolites: Structures, Roles, Biosynthesis, and Metabolic Regulation.",BPH damage,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御,
30486776,2018,2016-2020,BMC genomics,Dynamic transcriptomes of resistant and susceptible peach lines after infestation by green peach aphids (Myzus persicae Sülzer) reveal defence responses controlled by the Rm3 locus.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 组学与系统网络,表达组学/多组学
30497534,2018,2016-2020,Journal of ethnobiology and ethnomedicine,"Status and factors influencing on-farm conservation of Kam Sweet Rice (Oryza sativa L.) genetic resources in southeast Guizhou Province, China.",BPH resistance,1,抗源鉴定与表型评价,
30551584,2018,2016-2020,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,BPH resistance,82,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
30560465,2018,2016-2020,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Back to the future: revisiting MAS as a tool for modern plant breeding.,BPH resistance,1,主效抗性基因与受体识别; 生长-防御权衡与育种转化,田间/产量/育种评价
30587129,2018,2016-2020,BMC genomics,Identification of putative fecundity-related gustatory receptor genes in the brown planthopper Nilaparvata lugens.,BPH resistance,3,抗源鉴定与表型评价; 代谢、挥发物与结构防御,
30594646,2018,2016-2020,"Genomics, proteomics & bioinformatics",From Basic Research to Molecular Breeding - Chinese Scientists Play A Central Role in Boosting World Rice Production.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,田间/产量/育种评价
30618850,2018,2016-2020,Frontiers in physiology,Genome-Wide Screening and Functional Analysis Reveal That the Specific microRNA nlu-miR-173 Regulates Molting by Targeting Ftz-F1 in Nilaparvata lugens.,BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
30622550,2018,2016-2020,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,BPH resistance,26,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
30740564,2018,2016-2020,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,BPH resistance,18,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
30830454,2018,2016-2020,Metabolomics : Official journal of the Metabolomic Society,Lipid profiles reveal different responses to brown planthopper infestation for pest susceptible and resistant rice plants.,BPH resistance,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御,
30956648,2018,2016-2020,Journal of pest science,Long-term seasonal forecasting of a major migrant insect pest: the brown planthopper in the Lower Yangtze River Valley.,BPH resistance,1,抗源鉴定与表型评价,
30977704,2018,2016-2020,Open biology,"The histone deacetylase NlHDAC1 regulates both female and male fertility in the brown planthopper, Nilaparvata lugens.",BPH resistance,4,抗源鉴定与表型评价; 组学与系统网络; 基因编辑与功能验证; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
28098179,2017,2016-2020,Scientific reports,A salivary EF-hand calcium-binding protein of the brown planthopper Nilaparvata lugens functions as an effector for defense responses in rice.,BPH damage; BPH resistance,27,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,田间/产量/育种评价
28115117,2017,2016-2020,Journal of insect physiology,"Mucin-like protein, a saliva component involved in brown planthopper virulence and host adaptation.",BPH resistance,2,抗源鉴定与表型评价; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性,
28167821,2017,2016-2020,Scientific reports,Variation among conventional cultivars could be used as a criterion for environmental safety assessment of Bt rice on nontarget arthropods.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别,
28167952,2017,2016-2020,Frontiers in plant science,Interactions between Nitrogen and Silicon in Rice and Their Effects on Resistance toward the Brown Planthopper Nilaparvata lugens.,BPH resistance,13,抗源鉴定与表型评价; 激素、转录与免疫信号; 宿主-昆虫互作与效应子,
28191468,2017,2016-2020,BioMed research international,Screening and Expression of a Silicon Transporter Gene (Lsi1) in Wild-Type Indica Rice Cultivars.,BPH resistance,1,抗源鉴定与表型评价,
28205522,2017,2016-2020,Scientific reports,Adaptability of small brown planthopper to four rice cultivars using life table and population projection method.,Broad planthopper,1,抗源鉴定与表型评价,
28211500,2017,2016-2020,Scientific reports,Video monitoring of brown planthopper predation in rice shows flaws of sentinel methods.,BPH resistance,2,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
28245796,2017,2016-2020,BMC plant biology,Gene expression and plant hormone levels in two contrasting rice genotypes responding to brown planthopper infestation.,BPH resistance,31,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
28261260,2017,2016-2020,Frontiers in plant science,Induction of Systemic Resistance against Aphids by Endophytic Bacillus velezensis YC7010 via Expressing PHYTOALEXIN DEFICIENT4 in Arabidopsis.,BPH resistance,1,抗源鉴定与表型评价,
28270131,2017,2016-2020,BMC biotechnology,Identification of two transcription factors activating the expression of OsXIP in rice defence response.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
28278368,2017,2016-2020,Plant biotechnology journal,Dynamic metabolic responses of brown planthoppers towards susceptible and resistant rice plants.,BPH resistance,39,抗源鉴定与表型评价; 主效抗性基因与受体识别; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
28326093,2017,2016-2020,Frontiers in plant science,The Complete Chloroplast Genome of Wild Rice (Oryza minuta) and Its Comparison to Related Species.,BPH resistance,1,抗源鉴定与表型评价,
28334150,2017,2016-2020,Journal of economic entomology,"Monitoring Trends in Insecticide Resistance of Field Populations of Sogatella furcifera (Hemiptera: Delphacidae) in Guizhou Province, China, 2012-2015.",Broad planthopper,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
