PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
30976994,14109434,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,The resistant rice varieties of IR36 and IR56 used in our research were bred by IRRI and had been widely applied in the southeast Asia to suppress BPH population.,,,,,,,
31464583,15194961,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"Rice seedlings of the T2 homozygous progeny in the four-leaf stage from an independent Bph6-transgenic line were infected by second to third instar BPH nymphs for resistance evaluation, using the susceptible recipient line Nipponbare as a control.",,,,,,,
30739972,13645845,2019,"Crop protection (Guildford, Surrey)",Unanticipated benefits and potential ecological costs associated with pyramiding leafhopper resistance loci in rice.,,"For example, indicated that BPH affected by the resistance of Rathu Heenati (BPH3/BPH32) in Thailand could still feed on the variety's rice panicles at the time of grain filling. evaluated the stability of GRH2-NIL, GRH4-NIL and GRH2/GRH4-PYL as these plants aged.",,,,,,,
30796564,13751680,2019,"Rice (New York, N.Y.)",OsHLH61-OsbHLH96 influences rice defense to brown planthopper through regulating the pathogen-related genes.,,"Brown planthopper (BPH) is a kind of rice-specific insect that causes devastating yield losses each year.In this study, we identified OsHLH61 gene that encodes HLH protein.",,,,,,,
30796564,13751702,2019,"Rice (New York, N.Y.)",OsHLH61-OsbHLH96 influences rice defense to brown planthopper through regulating the pathogen-related genes.,,"Generally, SA is proved to positively regulate rice defense to BPH (Yang and Zhang,).",,,,,,,
29633905,13403433,2019,Journal of biomolecular structure & dynamics,"Insights into the structure-function relationship of brown plant hopper resistance protein, Bph14 of rice plant: a computational structural biology approach.",,"Thus, THR987 plays active role in the Bph14 and phytochemical interaction for inducing resistance in rice plant against BPH.",,,,,,,
30658570,13509545,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,"It also helps in elucidating various genes and proteins interacting during the defense behavior against BPH, which can be targeted for use in breeding BPH resistant rice.Previous studies based on various transcriptomic and proteomic analyses have revealed that BPH infestation induces complex biological changes affecting the expression of multiple gene and protein regulations in rice.",,,,,,,
31086482,14349546,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"In this case, transferring the BPH resistance genes into rice using MAS should be very useful for developing cultivars carrying multiple resistance genes.",,,,,,,
30976994,14109330,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Hundreds of BPH-resistant rice varieties have been cultivated and generalized by breeders since the 1960s, which have effectively suppressed the BPH populations and lower the rice yield losses in the last several decades (Qiu et al.).",,,,,,,
30791475,13735031,2019,Insects,Influence of Abscisic Acid-Biosynthesis Inhibitor Fluridone on the Feeding Behavior and Fecundity of Nilaparvata lugens.,,"After 3 days, the callose deposition areas in rice after FLU and FLU + BPH treatments were also significantly reduced compared with the control and the rates of decrease were 43.9% and 50.8% (F = 18.75, df = 3, 39, p < 0.05).",,,,,,,
31464583,15194884,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"In this study, Bph6 was expressed under the control of native promoter and transformed into BPH-susceptible Japonica rice variety Nipponbare by Agrobacterium tumefaciens-mediated transformation.",,,,,,,
30976994,14109445,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Similar metabolic responses to BPH attack were also reported in the resistant rice variety B5 by Liu et al..In addition, there were also some differences in the metabolic responses to BPH attack between the IR36 and IR56 cultivars, which was probably due to the difference of BPH resistance genes they harboured.",,,,,,,
31297040,14812199,2019,Hereditas,Mapping and characterization of a quantitative trait locus resistance to the brown planthopper in the rice variety IR64.,,"Therefore, this should be beneficial for the development of BPH-resistant rice varieties.One major BPH resistance gene Bph37 was successfully mapped to a chromosomal region harbored by markers RM302 and YM35 on chromosome 1.",,,,,,,
31885402,16235578,2019,Euphytica: Netherlands journal of plant breeding,"Identification of a novel locus, BPH38(t), conferring resistance to brown planthopper (Nilaparvata lugens Stal.) using early backcross population in rice (Oryza sativa L.).",,"However, research is ongoing to test these candidate genes for their relevance in the phenotypic expression of BPH resistance.The increased density of BPH populations causes ""hopper burn"" symptom, which ultimately leads to complete death of rice plants (Prahalada et al.).",,,,,,,
31521227,15318449,2019,Plant science : an international journal of experimental plant biology,Directional upgrading of brown planthopper resistance in an elite rice cultivar by precise introgression of two resistance genes using genomics-based breeding.,,"Moreover, developing BPH-resistant rice varieties using traditional breeding approaches is time-consuming, labor-intensive, and unpredictable.",,,,,,,
30976994,14109435,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"These two rice varieties harbored different BPH resistance genes, in which IR36 cultivar carried bph2 and IR56 cultivar carried multiple resistance genes, including Bph1, bph2, Bph3 and Bph32 (Fujita et al. ; Hu et al. ; Yue et al.).",,,,,,,
31575938,15449369,2019,Scientific reports,Phenotypic and transcriptomic responses of two Nilaparvata lugens populations to the Mudgo rice containing Bph1.,,"Similarly, Wang et al. reported the differential transcriptomes in the BPH salivary glands after feeding on a resistant and a susceptible rice variety.",,,,,,,
31700122,15768212,2019,Scientific reports,Comparison of upper sublethal and lethal temperatures in three species of rice planthoppers.,,"The upper sublethal and lethal temperatures were compared between adults of three closely related destructive planthopper species, the small brown planthopper (Laodelphax striatellus, SBPH), the brown planthopper (Nilaparvata lugens, BPH), and the white-backed planthopper (Sogatella furcifera, WBPH) in the absence and presence of the host plant (Oryza sativa, var. Taichong1).",,,,,,,
31242182,14687118,2019,PLoS genetics,miR-34 modulates wing polyphenism in planthopper.,,"High glucose concentration in the rice host induces long-winged females, indicating that host nutrition quality has a direct impact on wing polyphenism in female BPH.",,,,,,,
30888525,13933613,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"Two major genomic regions, located between 5.78-7.78 Mb (QBPH4.1) and 15.22-17.22 Mb (QBPH4.2) on rice chromosome 4, showed association with BPH resistance in both pooled BILs and individual highly resistant and susceptible BILs.",,,,,,,
31086482,14349458,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,Previous studies demonstrated that rice plants containing one or more endogenous BPH resistant genes can reduce BPH damage and increase yield.,,,,,,,
30893760,13946159,2019,International journal of molecular sciences,"The Desaturase Gene Family is Crucially Required for Fatty Acid Metabolism and Survival of the Brown Planthopper, Nilaparvata lugens.",,"In 2005 and 2008, a yield loss of 2.7 million tons of rice in China was due to BPH infestation, while a yield loss of 2.7 million tons of rice in Vietnam was mainly due to RRSV and RGSV transmitted by BPH.",,,,,,,
30743158,13651869,2019,Journal of molecular graphics & modelling,Computational approach to understand molecular mechanism involved in BPH resistance in Bt- rice plant.,,"In silico approach was utilised to identify differentially expressed key hub genes during BPH infestation on Bt rice plant, under laboratory conditions.",,,,,,,
31597380,15490592,2019,Insects,"Effects of Insecticide Stress on Expression of NlABCG Transporter Gene in the Brown Planthopper, Nilaparvata lugens.",,"These findings provide baseline information for further understanding of the molecular mechanisms of insecticide resistance in BPH.The brown planthopper (BPH), Nilaparvata lugens, an important migratory pest of rice in Asia that consumes the phloem of the rice plant and lays eggs on the leaf sheath, causing a decline in yield.",,,,,,,
30893760,13946252,2019,International journal of molecular sciences,"The Desaturase Gene Family is Crucially Required for Fatty Acid Metabolism and Survival of the Brown Planthopper, Nilaparvata lugens.",,"Furthermore, fatty acid analysis across tissues and lifecycles will be necessary to determine the role of these desaturase genes during the development of BPH.Previously, high expression of desaturases has been reported in the generalist species Spodoptera littoralis, as well as the less polyphagous species Spodoptera frugiperda (rice strain), but not in S. frugiperda (corn strain).",,,,,,,
